,text,label
8468,ta3rif tahki echta3mil nhebha,0
8469,m3alim,0
8470,a7laa mosaalsel,0
8471,3jebni yo9tel bedho7ek,0
8472,bravo,0
8473,y3mel il3ar,1
8474,ybareklek yzidek 5irou ynajik 3ine ta7esdek taba4dhek,0
8475,wahdak amin,0
8476,tbarkalah,0
8477,yfata9 pub,0
8478,mamestek,1
8479,gtalt zboubna bas,1
8480,nekoulhom zebi johhel ci raise et3acha kraht rabha jit najam 5arajt tba99a 3aelti bahdhaya ma3adech ntob zokomha,1
8481,neji jaloul,0
8482,mastit ro7ha bmasra7iyit l3efcha len wlit nchoufha net9aziz kamil i7tarami leha ka moumathla tounsiya,1
8483,n7eb kolha mamsatha mabladha,1
8484,bnj,0
8485,mawdhou3 mouhim,0
8486,masta,1
8487,aahhh sloumaa m3adhaab hom,0
8488,gali adebayor samba sou jech 5ali adebayor berah,0
8489,3alami le5er,0
8490,yched rais leclub,0
8491,nemes m3alem,0
8492,louled parti 4h 4h3,0
8493,ma7leha m3alma,0
8494,lawjou mlih telkaha abir mousi te7rou and isral,0
8495,tbarkalah chy ta3ref kefech,0
8496,hbal,1
8497,hasen hakimi,0
8498,traba7ha mazyenha,0
8499,3ayech baba choufelna 7keyet gaz souriya,0
8500,yazi,0
8501,salam alikon salah had dari batnsali tabarak lah salah bakani lah slho yarab,0
8502,mobd3a yesir mirobiya,0
8503,maste 5ayebe,1
8504,courage cours aucun risque vivre rein unique chalah yechfikom t3oumou labes oparation,0
8505,yeklouh klitou sa7ebti morceau chba3na,0
8506,mahouch metrobi bhim,1
8507,ey tonalite,0
8508,dinya ta7la 3ichitna tizha cadouet tchaya5na,0
8509,nahdha,1
8510,chbikom mehabatouch anonce contrat thawedi fetah por confirmation,0
8511,maset,1
8512,fine,0
8513,mastin,1
8514,choufelhom bos wledna mana5srouhoumch klemek m3koul bos,0
8515,nhebek temchi tasyir tarika oropia aaelmia tenjah wet wali kef brcelone wmadabiya tothorech eaalam jdida nzadet,0
8516,klemha 7lew mawzoun ya7mik aycha,0
8517,mo9tana3 eljam3iya meli rja3elha souisi kamel,0
8518,galb dhib yet3ade wataniye much lhiwar,0
8519,ya3tikom 3asbaa,1
8520,ousama dino,0
8521,fdhi7aa mas2oulin mezelou re9din 7alaa,1
8522,this song is adictive can stop listening since this morning nbravo lawled,0
8523,n7eb nas2el salet chrif amin 7adhra encore,0
8524,m3alem,0
8525,aziz heni wtounes america teftou zab,1
8526,ils ont raison exprimer wmouch lezim nkounou kelma wa7da lezimn contre avancer wslim riyahi kifou ay lezmou ye9bil critique wye5ou cote menha,0
8527,nayek ta7an,1
8528,sloma aka cheker rge3i sma3te rja3 park 5ouya yezina menhom aka ayamete fa9er gasra n5afe 5ouya 8odwa traj3olna pap toure jamel r7oma,0
8529,kont mechi match cs lazem 3omri ans 3omri choufoulna 7ekaya he4i ataw tchouf joumhour 9adeh ywali,0
8530,woh a3laa zebi woh woh,1
8531,wled moufida ma7lahom,0
8532,tfouhh zouk,1
8533,tbarka maryouma,0
8534,slm cv,0
8535,merci avoir pris reclamation charge,0
8536,najih y3inou,0
8537,confiance chid sa nantaser machati tahya,0
8538,wlhhh 7aaal tnekna zebi,1
8539,dahka jamy sart,0
8540,nch tkounech 3awlawel 7lemna 7lemna 5rajna ferguin netmana sna ikoun 5ir 3amlawel,0
8541,betawfi9,0
8542,nir,0
8543,binetna resultat wrabi wm3a wa7ad ye5dem,0
8544,waalhi gadetou braavo,0
8545,mahlek hanen,0
8546,aya fo9tou barka yektheb a3likom deja 9ra m3aya sha5as wild 7oumti,0
8547,i5dim y3inik,0
8548,ma5yebha ines elyoum,1
8549,choumi,1
8550,ma7lekom zinkom,0
8551,tfouh wlade kalba,1
8552,ye3jebni ensen mo7aaayed laslala3,0
8553,bouhmid em3alam ahmar,0
8554,housem ghanem,0
8555,hosni salihovic,0
8556,ibravo 7anan,0
8557,bravo sloma khir tet3arek manaseb,0
8558,etfouh kamcha rowaybidha,1
8559,y93ed mnayk,1
8560,aha masa5 mak7out jit fiblast bileh la3dhim maneklik bsinaya mal9out tfouh tfouh,1
8561,i9oul licha3b qatar maymisha ibkilma ihadid cha3bou ya7sra a3la hibtik,0
8562,wasel mahsoud daleji,0
8563,tfih zok omokom,1
8564,maset yaaaser,1
8565,marek krahnekom,1
8566,manthrek najam nsebek,1
8567,ma39oul ykadheb ria7i metwata2 nahdha,0
8568,bonjour n7eb aficain n7ebek 9bel tmanit 3andek dawer kibir solta galeb hakaya cha3eb n7eb na3ref monsieu wa9teh nchoufouk ta3ti ltounis bkol t39der personelement sada9ni n7eb nchoufek just met2ather baarcha,0
8569,mahleh southa,0
8570,pf mate7chemech ro7ik te7ki hekaka pf chib wal3ib e7sibha bintik hatheka,1
8571,a5tana esiyesa elmohim nhebo championat coupe beb ejdid el3aleli,0
8572,zo ezebi weldi a3tou 9dar lijam3iya ezab t3ch9ou echa5s akthar ml,1
8573,tiwinkom ha9 ejem3ia nakouh fair play zebi cs hazet boutoula sayboulha,1
8574,tbarkala,0
8575,tgoul 3laha one piece,0
8576,me3alm matfedech techel zabouromou 5oya a3mel okra sayebna yarhem aka mima,1
8577,jaafour,0
8578,tkawer pk ofter osket nayek romdhan welou,1
8579,bravo 5adouja,0
8580,yekmel,0
8581,mate3jebnich bsaraha marga ta3mali jayer ef,1
8582,rayen jenene tfaraaaj tfaraaaj,0
8583,louga masta yah mouche,1
8584,maset fachiltni isam taleb u pf,1
8585,3mali jayer pf mamstqom za7y,1
8586,as ga3da tmout filastin nas ga3da tgani wakil winkom 3arab,1
8587,nikomehm hokome,1
8588,lihom famile monsieur tnajem sbab tekfelhom mak ta3ref kafel yatim jiwar rasoul sala alaho a3layhi salem,0
8589,tchabah eilish,0
8590,ey hakekaaa nistana i3ana,1
8591,mla tafehet,1
8592,southa 5ayeb,1
8593,bravo continuation,0
8594,tfatak mahleha,0
8595,jit mawjoud wa9teli konti sghira harebet khatrek,0
8596,degage hamdolah kifhemet rouhek mandher tfouh,1
8597,mhz,0
8598,bravo bien,0
8599,bravo bos n9olek deja basem elmehri khdha forsrou 3bad rina y9oul fibalouch hajet sayra ejam3iya y9oul fibalouch a9reb enas lejam3ia mdha7i bwa9tek afarietek elghalia joumhourha deja 9olthelek nzid n3awedha 3ana plein confience ay y9oul ysama7ni ya3refch erjel,0
8600,aider,0
8601,ma5ybou wmebldou meni eni yestehel tri7e behye,1
8602,7acha esmik msaminik taher 5amij,1
8603,yam3alam chniya heda ham 9elet a7ya2 heda 7iwar bine bentou wetwakal bouha shih 8alet hajet beli beche ikoune waldine rahoum waldine yadrab kaf totlob rdaya menhoum sabr,1
8604,maset laset sel3a kal4a salem,1
8605,bravo klemik kolou nchlh yistawa3bou yifihmou,0
8606,raja3 djabou tsaref mamouch maylzemch ysa7a7,0
8607,3mor hamouda a7sen 3andna tedrib yekhou forsa ltchouf tradhadhi,0
8608,med belhy naik 9ais zebi ya3tini 9asa sob3i intakhebtou mafibalich aabed ta7ana ye3bdou,1
8609,ma7lekom bravo,0
8610,n7eb traj3ouli telifouni chahrin yetsala7 3andkom garantie yeziw tbal3it,1
8611,tberkelkom trebe7kom,1
8612,lazim louled yali3bou rou7 jama3ia lazim yala3bou ajil,0
8613,says rays 3ndna mnt9a mohmcha barch tab3a wilyt mahdia isma hkaima ta3mlo mzya tarj3olha bnadhar,0
8614,ey mosta9bel mochre9 wal 3asafir touza9ze9 calypso complet,0
8615,habtoulna video sidi bouzid famech photos,0
8616,mezyena,0
8617,samba sow 3mal double gaments ma3adch k site lens far7ou 5raj chala ya3ti,1
8618,ia9ta hayla saber,0
8619,macha,0
8620,acord laise tomber vais anuler abonement zeyed,1
8621,hamadi belhadj,0
8622,brava,0
8623,bravo,0
8624,ma7lehom lawled yecer y7ebou b3adhhom,0
8625,jib lcash,0
8626,khit,1
8627,amsa7 beha je3bek 9raytek,1
8628,dhaher klemk inty tefehmleha rte7 zebi,1
8629,i3lem el3ar,1
8630,inchalah ynasina 5aybet mounta5eb yrja3 yhabebna kouret kra7tha,0
8631,bourjouliya rapeur tal3 tal3a 3alamiya binatna layam yfarga3 denya,0
8632,mast laset 3awena besletk bdhet,1
8633,rached ganouchi fhem eltanezel hiwar yokrej ila bar elaman karjou likae paris,0
8634,continuation amam,0
8635,yser 7louwa fekra,0
8636,slayem n7ebek chadit 7okem a9if,0
8637,kelb kelb,1
8638,machala,0
8639,9wi n7ebek,0
8640,yab9a m3alem,0
8641,paie dinars anuelement rien,1
8642,waaaw,0
8643,masete,1
8644,ja3fir ilgasmi a7san foukahi idha7akna osloub basit ndhif chaki yabka ilmouthakaf rakem,0
8645,nour bravo ma7lek,0
8646,sahafi rcd degage tahane beji,1
8647,kofar oumour zboubna rabkom 3wara 3awra tnik ro7a,1
8648,rasmi f9ir kalet tatma3 mak ma7soub libya makech ta tefhem no9sod,0
8649,zero zero,1
8650,chnouma suprises soyez precise merci,1
8651,maset,1
8652,winou ryuk,0
8653,titeler algeri,0
8654,shay fhemneh manel amara trapi sha3malna 3abdna3ziz 9atous manel amara ghnaya mzyana,0
8655,raja kamel idir,0
8656,hizo m3akom yasin harouch,0
8657,m3lem kafon,0
8658,baraka alaho elmoncef enchalah ajli,0
8659,adhaka tandhim bjadha msada9ha yelzemha tchouf dresing mnadhem birasmi ataw ti7chem rou7ha,1
8660,bravo rim,0
8661,brbi sabit marat ichtrak mlmes d9aye9 youfa,1
8662,5ra 5ra amsat menou maritech,1
8663,5aybaa bsara7sa,1
8664,chbikom ma9oltouch fdhi7a 5raj devoir el3arabia,1
8665,bilihi wari zokik jiya raho mkachlif,1
8666,braaavo brins,0
8667,nakerhek,1
8668,leklam testanak leclubistia t9oulah nsi7a okreb jouwaret groupe 5ali mri9el b7awl eleh le5sara hadhi jet bekri nsal7ou biha 3youbna n7awlou nsal7ouha surtout legrinta lo7ma 9ourour,0
8669,3ebdeli a7sen moumathel 3ebdeli a7sen comedien,0
8670,thezou l3asba chompions legue,1
8671,bravo moumathel comedy naje77 mayhemek rahom ghayrin wasel,0
8672,famech 7wija tor7 lmkach5a marsa,0
8673,betbi3a wrah chaab lclub ywali ra2is heka andhom etrac,0
8674,alf 5ir ejay nhejou b3adna,0
8675,jabri wimnayek,1
8676,servis zebla cnx temchi wt9os zok omekom te5dmo tecom mat7aslo mena id3a nchala yti7 wledkom,1
8677,nra film ye5dmo chahrin e5er yatla3 wmen8ir final wadh7a,0
8678,be3eth 9anet,0
8679,tetsana3 baya,1
8680,a9thi kenik rajil raja3 libya hamil,1
8681,badour ma3aaza 3asoul eyhabal,0
8682,ar7amne hhaw 5rajt minhe helpage mele fede,1
8683,msawret hom brunch relement 4dt5,1
8684,rachid putin terorist traitres tfou ta7an de3ich,1
8685,salafeya mal9awech haloma 3lemeya tsenedh mal9awech 3othew majles tafsisi ya3mel thrab jou3 yo5rjou 7abes,0
8686,la3eb,1
8687,bravo sloumaa kaherhom,0
8688,mayhmk had kelha tahki faragh froukh dakhlou tnajem tanjah tnahi mortazka thot nas tfhem kora wasel siast awlad sghar adhekem mestakbel,0
8689,mila basla,1
8690,chniya 7kayet ezikel bureau ta3ib zayid ma3ana noslou tfou,0
8691,bravo semi,0
8692,testehel wa7da 7agara,1
8693,yilzimna inrakzo metalibna esesha inte5bouna icha3ib notho8to non ninsa7bo jimla hel 7okouma nas3aw in7a9i9o metalib cha3ibna 5arij 7okouma mo3artha hekeka in7aftho mizde9iyitna,0
8694,tnajem tne7i lunete casquete mafemech chams west m7al bla tguo3ir,1
8695,chkouni hethi raht jdid,1
8696,nahdha,1
8697,bravo hia zalet lisen winti m3soum mina l5ata2 youm nzid n7tarmek aakther suis fier toi,0
8698,m3eh,0
8699,bent bledi mnawrtina zina lmezyana,0
8700,bonjour ans n5ales telephone maye5demch cha3malna ja mli7 jawbouni,1
8701,testhil lemra 5anetik 5aletik wa7dik wtal9etik,1
8702,bravo sayed elwazir,0
8703,mibouna,1
8704,mnayek,1
8705,quel echange 5k contre autre rien dire,0
8706,ahla barmja denya bravo,0
8707,yarhmou chey atfa khra 7ra9 rouhou fa9r 3ib rez9 bid y3in wahed tetfak nasbtou y9abel wali 3mints na7iw wilayet nhotoulhom bureaux mte3hom felaswe9,1
8708,inchalah mabrouk ahla 3alem azyen akwa,0
8709,selm nheb na3ml inscri hizb,0
8710,clase,0
8711,ma3adech totou tikets ziouten park rades te5dem,0
8712,wahra maalem sahby,0
8713,continuation,0
8714,mezelt s8ir 3omri ans ema n7eb enik jounta,1
8715,fin enajem nal9a mo2alfet monsef marzou9i,0
8716,bravo,0
8717,bravo marzouki sa7a torbya mte3ek 7kit mich motrobi yonker fili 9a3ed isir bledou courage continuation,0
8718,batal nehb 5dma,0
8719,top,0
8720,bravo samir,0
8721,echo remez,1
8722,ma7leha,0
8723,ya7mina shih wahed lazem ykoun contre nahdha pcq democratie na9bal marzouki nahdha ghirha 2eme afghanistan manetsawarch sawtou nahdha kolhom yhebou afghanistan nsab9ou 5ir miselech n3amlou marzouki ykoun,0
8724,jalsi nayeklou omo 97ba samir wafi 3amelou tkarkiraa,1
8725,7obi,0
8726,sawtha,0
8727,lezem w9anouniyan lgalya leplay of,0
8728,salemli riadh benour,0
8729,damha rzin,1
8730,asil eya hernandez ilira i7ib ichid raise itame3 la3bed ou5ra yousraf flouse zar9a 7tat jet thema irjel tal3ab 3z fehom lebise balouta lila kamla i3adi biran mouchkilti inejim noun9id itha i7ib iwejhou 5ir,1
8731,ta5rawlou souisi haaha,1
8732,maset,1
8733,rais al7oukouma ikhtara 7izeb alwatani al7or al7izeb althi sayouchakil 7oukoumat alwi7da alwataniya nateij alintikhabete atachri3iya molghate chaklan mathmounan,0
8734,bravo,0
8735,ifadlek,0
8736,amn 5ouia jeych nsibi n7eb n9oulikoum methani mine7ith amn 3ardhou lia 5aseten fethi tej,0
8737,bsaraha khtalna badahke nour nazel wajhou wali ydir lkhir 3omro maytih wrdayet walwaldin fog kolchi yoslahlek wladek wrabi chafi jasem ausi wtahya dzayer,0
8738,zadit 3ejbitni dohret 3alaka bisiyasa makdetou bdohka wbegnaya zina kalik zina,0
8739,akher clip tghati zbur 3mltk clip kamel jeyb kl khba tchatah m3rilha bzulha flkhr y3mli tanouih y3tk 3asba 3laka gay,1
8740,wahdou,0
8741,moumathla ta7founa wasel,0
8742,enta5abt,0
8743,najemtech netaada,0
8744,ousama selami lezem yerjr3 silm iwali 3ana rigiseur,0
8745,jamais chofte kifou yahfdou yechfihom ni3ma etarbiya bravo hada walade esalah bikitina ekol ysahelek nchlh,0
8746,wefi la7as far 7abs salemli audimat,1
8747,sa7aaa y7es kifna kamlou tdhay3ouch 7a9,0
8748,maaasat,1
8749,ybarek wfi sahatek wfi daritak yarzakni betfoul wansamih mahakoum wotanjah alhamaliya wlabase aljazayar koulha tadhilkoum,0
8750,dridi lkasdewi bank blsethom mousilou bratli korbi,0
8751,ele3lam etounsi welhiwar etounsi 3amlou el3ar bmawadhi3hom etfouh alikom,1
8752,5ouye tarak bekeni wena ndhom soti lsoti wenshala lentila9a s7i7a jem3ia tebde 8odwa enshala marbou7a,0
8753,mnha semi miboun mao tayhouha habs ghadi bdet lahkeya tfoh,1
8754,9afla timchi ye5dem kleb tanbe7,0
8755,zeby fech nesanou aandna bomayey,1
8756,ey fixe,0
8757,nse arjal dkoura soi disant garcons alcol drogue t7ine tfouhh aucune responsabilite,1
8758,bel7a9 majles meta3 9rouda hozouhom belvidar 5er jaboulna 3ar,0
8759,mo7tarma,0
8760,mezha chi5a zbaaar muzika leklem a7laaa tiga black na l5al 9or,0
8761,imposible bel7a9 tla3tech da2iret nabel,0
8762,grave,1
8763,momtez ya3jebni torbitou wa5le9ou we7tiramou ta9dirou ledhyoufou,0
8764,fema kilma ghir msata 9ouloli wa3jen wa3jen jib jdida carte ma7rou9a,1
8765,enfin aam awled moufida yekho jaweyez nyezy enfin hajaa khir meno tal3et aam sne nbravo abed lahmid bouchnak as fais merveileux travail,0
8766,pourquoi aimes,0
8767,nik omou 7ama zibi matitcharifch we7id masi5 kifou,1
8768,bravo,0
8769,tafeh com tjs,1
8770,la3dhim makdhebch samekom kleb kleb,1
8771,belch sad9oni mynejem y3ich we7d y9elo kdeb njea,0
8772,kesa7,0
8773,n7eb nes2lek oumourek cv edawla wem5ales 2ada2atek,0
8774,semi mnayek tab9a mnayek tmout mnayek,1
8775,raja mina almasolin tada5ol ahad itha3at oi taothih maoitho3e samba sow jamahir efriki torid alhakika oiktach yosil ltonis,0
8776,wa7adha,0
8777,sie manarthach ye7kimni daynasour yeboul rou7ah wi serig kebir winha leflous e3tatha union eurpien aprers revolition,0
8778,libya icha3b icha3b il7athara ilkol 7ab inikoukom mas5in,1
8779,pasable moyen,1
8780,migualou meferehedna,0
8781,bravo,0
8782,zayed la7asa tfouh,1
8783,bravo,0
8784,eau evian reve quoi yakhi naksin jmailia atacha tfouh,1
8785,7a9 tousra9,1
8786,heda ta7kim 3ar tfouh 3a srayri wili jabou,1
8787,lazemha zouhaiyer dawedi mafichou zou lazmou yarje3,0
8788,lmosalsel bda ya7la,0
8789,na7thawi,1
8790,di koum etes adultes,0
8791,mare5sek 3abed,1
8792,bravou 3jibni,0
8793,safela,1
8794,nari bledi choft la3jayeb,1
8795,etebthir 7ram miboune,1
8796,tayara,0
8797,jazak 5ayran ja3fer raite enes ya3mlou etghalebna fa9er etachared baravo,0
8798,please marzouki what do you do with emta3 9atar about sa5er matri elkaleb do you ask him or not yet,0
8799,nice and stylish restaurant,0
8800,7ala mastata mousalsel dawerha,1
8801,ne7bouhha,0
8802,chbiha 5ayba,1
8803,ihanihom i3inha 3morha kanet i3a9a maredh tajerba fachlet twa9af ensen bel3akas tzid twasal m3ahom,0
8804,marsi kadach istaninak jitna chokran oihna mdak,0
8805,7acha 5li9et,1
8806,mamseto,1
8807,hichem ajbouni,0
8808,merci,0
8809,bravo,0
8810,mariem tamtam rihab marzouki nedra dridi samedi,0
8811,importe quoi,1
8812,bravo,0
8813,tire nikomke,1
8814,bravo,0
8815,tayra bravo,0
8816,masta lasta,1
8817,nateyej zero ya3ni sou 7adh na7s,0
8818,lefri9i twaslet l2etife9 chareket fly emirates,0
8819,nik,1
8820,kasertelna rousna mazel ya7ki etajama3,1
8821,nul lent comande erone sachant qu avait peu monde resto ignorant profesionel plats servies par espace minutes venu manger ensemble non regarder chacun manger par soi bouteile vin ouverte non servie etc etc prix trop cher rien,1
8822,lawa7 sid jaafour wrabi y7a9e9lek matetmana,0
8823,bravo,0
8824,n9oul thama tonis wbaba erya7i,0
8825,ta3ref ro7ik ndhif e5dem chi himek kleb tenba7 3a tayara,0
8826,bo zenk,0
8827,mahe chbik ta7ana sama7ni chbik 93adit ta7ana wil 3andek athakom jeybithom bil7ram sma3tni monsieur maje,1
8828,m3alma,0
8829,m3alim m3alim m3alim ma3ndi mn9oul ensen kamel ywaf9ik,0
8830,bravo pub 3aalmiya,0
8831,bazoula a5tak koura weldi,0
8832,ma7la ema 3aziye biya lamis,0
8833,voleurs,1
8834,7asilou benour t7esou tedhrab letop hia ma7leha,0
8835,ismek nour nour,0
8836,cnx dh3ifa abida,1
8837,blid,1
8838,ey mba3ef khritou,1
8839,ma7lek douda bnete chamel nmout,0
8840,tgoulou erheb,1
8841,maset,1
8842,sa7a sa7a sa7bi,0
8843,7altek tsa5ef sada9ni ytoub,1
8844,zahma saison,0
8845,lv you orido,0
8846,vouleralerplusloins jamais dire nimporte quoi merci,0
8847,a7la moumathla tounsiya,0
8848,ya3ti sa7a twadha3t 93adt 5ouya fard plateau,0
8849,mayjich heka labes jawna mafemech 3lach tod5el fina ghoula surtout wa9t,0
8850,mana3erach achebih mesat,1
8851,besla masta,1
8852,ti3jibni moumthla hathi i9wiya,0
8853,nayek ra2is,1
8854,teri5i nkartou teri5i amazighi hanibal da4beji dhihya wenty nkart berberes baara nikomek awejh lboumaa,1
8855,cpr tous traitres traba7 aatitkom voix,0
8856,lazem wahed chab3ene iched non emchet morte,0
8857,bravo albom tayara 3amaltou ba3ed hokem,0
8858,love you love you love you love you love you love you love you,0
8859,bravo daleji fin fin mrigel,0
8860,ya5raw,1
8861,ensen mrith m3a9ed esmha e5wen,1
8862,love you baby,0
8863,sujet nul,1
8864,jaya sousa nkawer khatrek blid rkik,1
8865,belahi matjibouchl balbouli raho ghalta tnajem tsirelna 3andna atef dkhili,0
8866,ta9niyan eforts beynin chapeau fikra interactive movie is so clever b9a pratiquement 5alitech viewer yanteracti 7a9 kont manipulator bdarja 5alet repetition rien there is no real interaction betwen viewer and events and what makes disapointed enou events literaly taken anime death note creative touch mte3ek even you are creative and inovative as at end heka esmhom machehir i7tirami ba3th minhom tal3ou kamcha mounef9in binesba continue tnajem ta3mel 5ir ebarcha,0
8867,bouhmid em3alam ahmar,0
8868,wa9teh tahbet 8ouneyaa,0
8869,aime,0
8870,autre chose 9orbi edanadik aileurs kadheb ta7an 3omrou yweli,1
8871,e5dem prochains ans kamel fithneya bdit twali tansech 7ezb jdid yelzmou neteyej barch tzid temen enes,0
8872,aw sout,0
8873,bravo,0
8874,ya3tikom sa7a tfarejt videos 5edma tayara le5er chapeau and god bles uou saif,0
8875,echneya zyedet,1
8876,ilhader ya3mel jaim,0
8877,bnet ma7lehom sa3at tel9a l5ir bnaya 5ir wlayed,0
8878,mahlaha bochra hmida,0
8879,youktoul bidhohk bravo,0
8880,3ala9al tma7 w5dem wsel ejme3a tnabar tousel ta3mel rbo3 3amlou yeziw bark,0
8881,habtelna version acoustic,0
8882,eta77ana edanadik ynabrou le97ab 5aterhom ya3rfou tracha7na na7na enikoulhom omhom play of id3iou ta77ana r5as,1
8883,wajiha jandoubi wa7adha tamthil,0
8884,zbala zbala zbala,1
8885,vrais ma7lahem,0
8886,rayis char3i lifriki lmourtazga ymthlounech amana ragbtk lifriki,0
8887,m3afta,1
8888,nthif t3alam kifach t9awem lehmal alanthal,0
8889,basem mehri yalzam yarja3 ensen ye5dem galb rab,0
8890,masta,1
8891,bravo continue come,0
8892,wtounes kolha b5ir wn9admou yed wa7da wrabi ythibek 5ir lbledek wcha3bha,0
8893,m7ali koul shreya be8neyetou,0
8894,bravo semi lfehri abda3t bsaraha 3jbou sitcom denia ydea aime,0
8895,demain naaml resiliation mon smart adsl juilet n5ales wma3endich conexion malgre mes dizaines reclamations deplacements sce technique votre nul tlezou fina nbadel operateur,1
8896,n7bk,0
8897,nawi yerb7 ezantour terba7 el3asba,1
8898,iariahi iariahi ia raiahi jibilna bagded bounjah,0
8899,mnaykin,1
8900,nhebou nrawouk ta3mel fa3ala rajol a3mel thariy ldha tnajem tanfa3 bledek hajet,0
8901,echa3b ykhamem hak el3alouch sidna erayes ynadi bi3dam bachar tfouh,1
8902,bh hani nestana,0
8903,db hdi ax kdir,0
8904,mila mostewa mila tefeha,1
8905,m3alem bravo,0
8906,m3alem,0
8907,3jebetni 5asaten tjengel anglais,0
8908,tien confirme premiere ligne adsl up remercie,0
8909,kolkom 7o9ara2 a3leh mehtamin bikom,1
8910,masta,1
8911,a3mlou report porno 9lit torbya t7b titchhar bsif,1
8912,yensrok in chaalaa romdhankom mabrouk,0
8913,a7taremou barsha tbarkala,0
8914,mosalsel hram hram ythahek nas,1
8915,5amej masa5 wowh wilo chnouwa 7ala,1
8916,mamset erab rab rab erab ra,1
8917,maya lksouri klma tjbd nhtha thahra,0
8918,a5rolo clubistia entouma niko roskom,1
8919,mahzla,1
8920,im3alim,0
8921,mnawerna saber,0
8922,tfouh,1
8923,m3lem 3endek mawe9ef 7louwa,0
8924,maaasit laaasit,1
8925,bravo,0
8926,m3alim,0
8927,samir merda,1
8928,franchement khayeb mekla brle smug lac khyr,1
8929,mleh yodhor wmitrobi klemou,0
8930,frere blhy na3mel vidyouwet tafrika sa7by blehy ta3mel video,0
8931,tahana,1
8932,sama7ni,0
8933,rehi fadedtni,1
8934,mou8afel,1
8935,m3alem,0
8936,sehel na3mlou equipe lila saybouhom ye5dmou 39alhom rakom mrajtouhom kilmet jibelna jibelnaa esna nansouh nsina ghirou ejey b9odret tabda 3endna equipe tayaraa y9oul ataquant maroc dzeyer jouweret ka3btine ka3ba mazelou 5ali a9al njibouhom ta7t 7es mes tachli9,0
8937,rahaa mnik,1
8938,wa9t 5dhitou kont tnajem ta3mel 5ir come meme bravo experience mwefe9 abone chane youtube film yahbet presque 7keya,1
8939,m3elim tit7erk heka 3ebir defe3 fetik mewehbik iche3b im3ek,0
8940,blanchisement argent,0
8941,yhabel bravo,0
8942,done frisons inovant avez fait bravo,0
8943,surveilant 3omri masma3t beha,0
8944,enafti,0
8945,belah la3ad yjibouha baya yaaaser maaasta 7al9a kamla wheya t3ari aktafha w5ayti mak labes mahou matelbes 9is,1
8946,rached hanbli maakoul yefhem,0
8947,kartha dakhlit ldyarna chnouwa,1
8948,ekhdem bdhamir i3awnak pck fadina mansad9ou kama nchouf be3youna,0
8949,programe zebla,1
8950,belhi nayek,1
8951,mastin,1
8952,bien wojoud yestehlou,0
8953,msta lsataa,1
8954,swat tonis,0
8955,cab 3anidha il7a9 akter inedi ifri9i blay of viva cab,0
8956,mase9tou bayrem dhar balich ya3mel belna arjel,1
8957,zeyed soure9,1
8958,9asida le5ir masta,1
8959,m3k wi3awnik,0
8960,nharit bich nit2akdou kharij berasmi wa9tha tchouf l3ardh yaamilalah,0
8961,oredo sore9 yna3n zok omkm zok mta3km,1
8962,lehin bl l7keyt tefha mdr montalite aal,1
8963,rahali borhenedine jebha winti wa9tech tendham,0
8964,m3alim,0
8965,vive telecom,0
8966,hayel esaha,0
8967,nik go3er far7an 3asba j3ala chiket rwa7 nayek fri9i,1
8968,3ame 7aye bkhire a7esane 3alamete weladake,0
8969,grand merci equipe profesionele continuation,0
8970,enajmou nen5artou upl pa ka 3othw 7ezeb,0
8971,salut sa7a jayda arjouk monsof i9bilni 3andek,0
8972,masatha lyoum salelm,1
8973,i5lik,0
8974,a9wa faza m3alem,0
8975,masta bilel elbaji,1
8976,ch3b lifriki wa7dou ysawatlik tfouz aghlabiya esa7ka,0
8977,ielzem t3aouen had iedek limin ielzem iedek lisar ta3rafch 9adamet,0
8978,lahe ykhalilake shiha khouya lahe ysahal 3like fima tmaniti khouya,0
8979,mayji 7i7on rapeur rasoul eleh,1
8980,demain arbitre eseperantiste dam kairouan belkouas mkachekh dam,0
8981,compte netflix gratuit 7achto yeji prive,0
8982,nawfel el3afen,1
8983,e3lam banafsaji ya3rifou 9abayel mrazig alati yantami laha erayes madinat douz,0
8984,machala elmelyarat li3andk wkan ta3tini melyoun n5adem,0
8985,banalise choses scientifiques bl memes tefhin consomes athoukom surt tofla mtaa salemou aalaykom 3arset aandha sghar tetchahet aabed maach yestaamlou video mte3ha come metha9ef twa3i aabed hatetha vids mte3ek presque ur vids are awesome tnajem funy btari9a inovate,1
8986,tmanit nahver jergis ghaleb andi deplacement khedma bordeaux marbouha,0
8987,mnyek,1
8988,masa7ech mata3rach tsou9,1
8989,eu privilege etre parmi er eleves inauguration septembre pase ans eu mon bac math technique juin garde beaux souvenirs niveau instruction discipline proprete joie vivre,0
8990,za3im moumathel fanen,0
8991,e7lwe,0
8992,mkomch norml,1
8993,a3meli contract gatar zi barcelona psg,0
8994,sarfo sarfo 3liya lbachkoto liwzir how sbab l7okoma far9et bin awlad kasrini sousi fel9raya far9ouna maynje7 mayafre7 beld sa7el lkasrin 3al7it astetht lkasrin m9asrin intom ta9ro sfaxsin ou5ra 5afo 5afo awlad tunes damrtoulna 7yatna tgolo hamech karhtouna bladna alh trabe7 li9raya,1
